No,customerID,CheckingAccount,SavingAccount,CertificatesofDeposit,Mortgages,Loans,CreditCard,DebitCard,CreditScore,TotalRelationshipCount,ContactsCount12month,TotalTransactionCount,CustomerSince,Churn
6905,6211-WHMYA,No,Yes,No,Yes,No,Standart,Gold,483,4,0,585,12/18/2013,No
6001,9503-XJUME,Yes,No,No,Yes,No ,Premium,Premium,658,5,2,784,12/16/2013,No
2945,5311-IHLEI,No,Yes,Yes,Yes,No,Premium,No,538,4,2,921,12/15/2013,No
3731,6771-XWBDM,Yes,Yes,No,Yes,Yes,Platinum,Gold,703,6,0,869,12/15/2013,Yes
4212,2034-CGRHZ,Yes,Yes,No,Yes,Yes,Platinum,Gold,720,6,0,296,12/15/2013,Yes
3621,9373-WSLOY,No,Yes,No,Yes,Yes,Standart,Platinum,775,5,3,505,12/14/2013,No
5944,2202-CUYXZ,Yes,No,No,No,Yes,Standart,Standart,666,4,0,835,12/14/2013,Yes
6093,4024-CSNBY,Yes,Yes,Yes,Yes,Yes,Premium,Standart,701,7,1,719,12/14/2013,No
101,6380-ARCEH,Yes,No,No,Yes,No ,Gold,No,774,4,1,271,12/12/2013,No
539,8905-IAZPF,Yes,No,No,Yes,No,Platinum,Premium,706,4,2,262,12/12/2013,No
1188,8089-UZWLX,Yes,Yes,No,No,Yes,Premium,Standart,679,5,0,567,12/12/2013,No
4988,5846-ABOBJ,Yes,Yes,No,Yes,No ,Premium,Standart,834,6,0,552,12/12/2013,No
3214,4032-RMHCI,No,Yes,Yes,No,Yes,Premium,Premium,805,5,4,406,12/11/2013,No
157,9167-APMXZ,Yes,Yes,No,No,No,Premium,Platinum,703,4,2,358,12/9/2013,No
5941,9711-FJTBX,Yes,No,No,Yes,Yes,No,Premium,776,4,3,597,12/9/2013,No
210,1347-KTTTA,Yes,No,No,Yes,Yes,Platinum,Premium,648,5,3,833,12/8/2013,No
969,3429-IFLEM,Yes,No,Yes,Yes,Yes,Platinum,Standart,774,6,1,285,12/8/2013,No
1955,5834-ASPWA,Yes,Yes,No,No,No,Standart,Standart,463,4,1,930,12/7/2013,Yes
4943,2626-URJFX,Yes,Yes,No,No,No,Standart,Premium,455,4,0,521,12/7/2013,Yes
1174,0107-WESLM,Yes,No,No,Yes,Yes,Standart,Standart,801,5,2,560,12/6/2013,Yes
1360,7943-RQCHR,Yes,Yes,No,No,No,Standart,Platinum,339,4,1,203,12/6/2013,Yes
1135,2208-NQBCT,Yes,No,Yes,Yes,No,Standart,No,672,4,2,255,12/5/2013,No
4497,9489-JMTTN,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,418,7,2,989,12/5/2013,No
6410,3653-NCRDJ,Yes,No,No,Yes,Yes,Gold,Premium,325,5,0,284,12/5/2013,No
6809,1116-DXXDF,Yes,No,Yes,No,Yes,Standart,Standart,789,5,1,381,12/5/2013,No
2790,0581-MDMPW,Yes,Yes,No,No,Yes,Platinum,Gold,668,5,2,862,12/4/2013,No
1704,8158-WPEZG,No,Yes,No,Yes,No,Standart,Premium,825,4,2,781,12/3/2013,No
6017,4250-ZBWLV,Yes,Yes,No,Yes,Yes,Standart,Premium,461,6,0,511,12/3/2013,Yes
2069,9079-LWTFD,Yes,Yes,Yes,Yes,No,No,No,698,4,1,209,12/2/2013,No
3361,0689-NKYLF,Yes,No,No,No,Yes,Standart,Platinum,391,4,0,780,12/2/2013,Yes
3666,1545-JFUML,Yes,Yes,Yes,Yes,Yes,Standart,Standart,836,7,1,955,12/2/2013,No
4586,1069-XAIEM,Yes,Yes,No,No,No,Standart,Standart,697,4,2,906,12/2/2013,Yes
2633,9018-PCIOK,Yes,No,No,Yes,Yes,No,Standart,409,4,3,818,12/1/2013,No
5547,7880-XSOJX,No,Yes,Yes,Yes,No,Gold,No,839,4,0,892,12/1/2013,No
5870,3410-MHHUM,Yes,Yes,No,Yes,Yes,Standart,Premium,804,6,3,645,11/30/2013,No
2755,6351-SCJKT,No,Yes,Yes,No,Yes,Gold,No,621,4,2,698,11/29/2013,No
2953,5260-UMPWX,Yes,No,No,Yes,Yes,Premium,Premium,612,5,1,719,11/27/2013,No
1486,9809-IMGCQ,Yes,Yes,No,No,No,Standart,Gold,639,4,0,675,11/24/2013,Yes
1679,1060-ENTOF,Yes,Yes,Yes,Yes,Yes,Platinum,Premium,772,7,1,236,11/23/2013,No
5615,3301-VKTGC,Yes,Yes,Yes,Yes,No,Premium,Premium,362,6,1,783,11/23/2013,No
6217,7162-WPHPM,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,564,7,4,680,11/23/2013,No
6953,6394-MFYNG,Yes,Yes,No,Yes,Yes,Premium,Gold,831,6,1,976,11/23/2013,Yes
5344,4254-QPEDE,No,Yes,Yes,Yes,Yes,Platinum,Standart,723,6,2,705,11/22/2013,No
2449,9221-OTIVJ,Yes,Yes,No,Yes,Yes,Standart,Platinum,808,6,1,696,11/20/2013,Yes
2212,5802-ADBRC,Yes,Yes,Yes,No,Yes,No,Premium,589,5,3,211,11/19/2013,No
3881,9470-RTWDV,Yes,Yes,No,No,Yes,Platinum,Premium,575,5,3,420,11/18/2013,No
6973,6664-FPDAC,Yes,Yes,No,Yes,Yes,Standart,Premium,478,6,1,221,11/18/2013,Yes
5705,0168-XZKBB,Yes,Yes,No,No,No,Standart,Platinum,763,4,0,515,11/17/2013,No
798,6286-ZHAOK,Yes,Yes,No,Yes,Yes,Premium,No,767,5,2,474,11/15/2013,No
4140,7278-CKDNC,Yes,Yes,No,Yes,No,Standart,Gold,811,5,1,570,11/15/2013,No
6013,5685-IIXLY,Yes,No,No,Yes,No,Standart,Premium,426,4,2,546,11/15/2013,Yes
1487,5208-HFSBT,Yes,No,No,Yes,No,Platinum,Standart,534,4,1,665,11/14/2013,Yes
4283,5811-IWXYM,Yes,Yes,No,No,Yes,Premium,Premium,649,5,3,501,11/14/2013,No
3513,6814-ZPWFQ,Yes,Yes,No,Yes,No ,Premium,Premium,453,6,3,593,11/13/2013,No
6072,0401-WDBXM,Yes,Yes,Yes,No,Yes,Premium,Standart,806,6,1,652,11/12/2013,No
3830,8374-XGEJJ,Yes,Yes,No,Yes,No,Standart,Gold,688,5,1,786,11/11/2013,Yes
2743,3948-KXDUF,Yes,Yes,Yes,Yes,Yes,Premium,Standart,575,7,0,334,11/10/2013,No
3499,7730-IUTDZ,Yes,No,Yes,No,No,Standart,Gold,528,4,1,594,11/10/2013,Yes
6737,7558-IMLMT,Yes,No,No,Yes,Yes,Gold,Standart,440,5,1,556,11/10/2013,No
655,4160-AMJTL,Yes,No,No,Yes,No ,Standart,No,446,4,2,222,11/8/2013,Yes
1782,2519-LBNQL,Yes,Yes,No,Yes,Yes,Standart,Premium,331,6,0,663,11/7/2013,No
3680,1240-KNSEZ,Yes,No,No,Yes,Yes,Gold,Standart,790,5,0,338,11/5/2013,Yes
1874,0973-KYVNF,Yes,No,Yes,Yes,Yes,Platinum,Standart,771,6,1,220,11/4/2013,No
4445,0137-UDEUO,Yes,No,No,Yes,No ,Gold,No,589,4,0,967,11/4/2013,Yes
4976,4822-LPTYJ,Yes,Yes,No,Yes,Yes,Premium,Standart,819,6,2,595,11/4/2013,No
5819,3197-NNYNB,Yes,Yes,No,Yes,Yes,Platinum,Standart,839,6,1,598,11/4/2013,No
18,9959-WOFKT,Yes,Yes,Yes,No,Yes,Premium,Standart,843,6,1,240,11/3/2013,No
20,4183-MYFRB,Yes,No,No,Yes,Yes,Standart,Platinum,666,5,0,557,11/3/2013,No
375,6862-CQUMB,Yes,No,No,Yes,No,Platinum,Gold,420,4,3,771,11/3/2013,No
6929,5306-BVTKJ,Yes,No,No,Yes,Yes,Platinum,Premium,813,5,1,626,11/3/2013,No
191,7100-FQPRV,Yes,Yes,Yes,No,No,Platinum,Premium,607,5,3,402,11/2/2013,No
4961,7480-QNVZJ,Yes,Yes,No,No,No,Standart,Gold,570,4,1,649,11/2/2013,Yes
5587,1998-VHJHK,Yes,No,No,Yes,No ,Gold,Premium,705,5,1,518,10/31/2013,No
1689,4735-BJKOU,Yes,No,No,Yes,No ,Gold,Standart,646,5,3,212,10/30/2013,No
2113,8383-SGHJU,Yes,Yes,Yes,No,No,Standart,Premium,753,5,2,966,10/29/2013,No
4699,8166-ZZTFS,Yes,Yes,No,Yes,Yes,Premium,Standart,844,6,0,884,10/29/2013,Yes
310,4091-TVOCN,Yes,Yes,Yes,No,Yes,Platinum,Premium,768,6,0,270,10/27/2013,No
2380,3757-NJYBX,Yes,Yes,No,Yes,Yes,Premium,No,718,5,0,305,10/27/2013,Yes
4986,4827-DPADN,Yes,Yes,Yes,No,Yes,Premium,Standart,817,6,2,841,10/27/2013,No
4037,4054-CUMIA,Yes,No,No,Yes,Yes,Gold,Premium,521,5,2,913,10/26/2013,No
3194,1407-DIGZV,Yes,No,No,Yes,No ,Gold,Standart,762,5,1,663,10/23/2013,No
3867,3129-AAQOU,Yes,Yes,No,Yes,No ,Gold,Standart,332,6,3,837,10/23/2013,No
854,7905-TVXTA,Yes,No,Yes,No,No,Standart,Premium,850,4,3,242,10/22/2013,No
1186,5673-FSSMF,Yes,Yes,No,No,No,Standart,Standart,790,4,2,767,10/22/2013,Yes
2736,7693-QPEFS,Yes,Yes,No,No,No,Premium,Gold,565,4,0,464,10/22/2013,No
2150,2014-MKGMH,Yes,Yes,No,No,Yes,Standart,Premium,804,5,2,469,10/20/2013,No
6054,0057-QBUQH,Yes,Yes,No,Yes,Yes,Standart,Standart,790,6,3,507,10/20/2013,No
4532,4910-AQFFX,Yes,Yes,No,No,Yes,Premium,No,600,4,0,836,10/19/2013,Yes
2675,1855-CFULU,Yes,No,No,Yes,No ,Gold,No,653,4,0,502,10/18/2013,No
4319,4369-NYSCF,Yes,No,No,Yes,No,Premium,Premium,804,4,0,570,10/15/2013,No
1353,7722-VJRQD,No,Yes,Yes,No,Yes,Premium,Standart,608,5,0,251,10/13/2013,No
4622,0311-QYWSS,Yes,No,Yes,No,No,Standart,Premium,445,4,2,974,10/13/2013,No
2255,7322-OCWHC,Yes,Yes,Yes,Yes,Yes,Premium,Standart,692,7,2,959,10/12/2013,No
5188,2080-CAZNM,Yes,Yes,No,Yes,Yes,Standart,Gold,810,6,3,592,10/11/2013,No
6599,6169-PGNCD,Yes,No,Yes,Yes,Yes,Platinum,Standart,849,6,2,819,10/10/2013,No
3094,9931-DCEZH,Yes,No,No,Yes,No,Platinum,Premium,308,4,0,416,10/7/2013,No
1236,1543-LLLFT,Yes,Yes,No,Yes,Yes,No,Premium,745,5,1,244,10/6/2013,No
1754,2057-BOYKM,Yes,Yes,Yes,Yes,Yes,Premium,Standart,798,7,1,803,10/6/2013,No
6062,3920-HIHMQ,Yes,Yes,No,No,No,Gold,Platinum,680,4,0,516,10/5/2013,No
2304,7377-DMMRI,Yes,No,Yes,No,No,Standart,Standart,782,4,0,963,10/4/2013,Yes
2671,4531-AUZNK,Yes,Yes,Yes,No,No,No,Premium,307,4,2,832,10/4/2013,No
4383,2277-VWCNI,Yes,Yes,No,No,No,Gold,No,715,3,0,653,10/4/2013,No
4514,8580-QVLOC,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,558,7,2,228,10/4/2013,Yes
4279,6821-JPCDC,Yes,No,No,Yes,Yes,Standart,Premium,730,5,3,292,10/3/2013,No
5189,1028-FFNJK,Yes,Yes,No,No,No,Standart,Gold,839,4,0,971,10/3/2013,No
5589,1660-HSOOQ,Yes,No,No,No,Yes,Gold,Standart,731,4,0,298,10/2/2013,Yes
1379,1697-BCSHV,Yes,Yes,No,Yes,No,Premium,Gold,743,5,1,213,9/29/2013,No
2385,2573-GYRUU,Yes,Yes,No,No,Yes,Platinum,Gold,708,5,0,306,9/29/2013,No
6567,3795-CAWEX,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,636,7,2,432,9/28/2013,No
47,5948-UJZLF,Yes,No,No,Yes,No,Gold,No,691,3,2,209,9/26/2013,No
1413,7861-UVUFT,Yes,No,No,No,Yes,Standart,Platinum,723,4,0,750,9/26/2013,Yes
4516,9274-UARKJ,Yes,No,No,Yes,No,Premium,Platinum,584,4,1,823,9/26/2013,No
6637,3468-DRVQJ,Yes,Yes,Yes,Yes,No,Standart,Premium,564,6,0,106,9/26/2013,No
6979,6439-PKTRR,Yes,Yes,Yes,Yes,Yes,Standart,Standart,683,7,2,110,9/25/2013,No
270,7014-ZZXAW,Yes,Yes,No,Yes,Yes,Premium,Standart,813,6,3,257,9/23/2013,No
3835,2325-ZUSFD,Yes,No,Yes,No,No,Premium,Premium,547,4,0,897,9/23/2013,Yes
4576,8746-OQQRW,Yes,Yes,No,Yes,No ,Gold,No,834,5,0,633,9/23/2013,No
5515,0623-GDISB,Yes,No,Yes,No,No,Premium,Standart,718,4,0,918,9/23/2013,No
3410,4806-DXQCE,Yes,Yes,Yes,Yes,Yes,Standart,Standart,689,7,2,924,9/22/2013,No
6192,8495-PRWFH,Yes,Yes,No,No,Yes,Standart,No,379,4,3,615,9/22/2013,No
627,5016-IBERQ,Yes,Yes,No,Yes,Yes,Standart,No,849,5,3,295,9/21/2013,No
1002,1989-PRJHP,Yes,Yes,No,No,No,Standart,Platinum,772,4,2,200,9/20/2013,Yes
623,4851-BQDNX,Yes,No,No,No,Yes,Standart,Premium,480,4,3,279,9/19/2013,No
936,6630-UJZMY,Yes,Yes,No,No,No,Standart,Premium,345,4,2,258,9/18/2013,No
6818,4707-MAXGU,Yes,Yes,No,Yes,No ,Premium,Standart,821,6,2,422,9/18/2013,No
6939,5996-EBTKM,Yes,Yes,No,No,Yes,Premium,Standart,741,5,3,210,9/18/2013,No
257,7017-VFHAY,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,398,7,4,257,9/17/2013,No
2160,8007-YYPWD,Yes,Yes,No,Yes,No ,Premium,Standart,850,6,0,327,9/17/2013,No
797,2040-OBMLJ,Yes,Yes,No,No,No,Platinum,Premium,647,4,0,403,9/15/2013,No
2190,4195-PNGZS,Yes,Yes,No,Yes,No ,Premium,Standart,816,6,2,869,9/14/2013,No
1083,4367-NUYAO,Yes,Yes,No,Yes,No ,Gold,Standart,306,6,3,222,9/12/2013,No
2573,9153-BTBVV,Yes,Yes,No,Yes,No ,Premium,Standart,816,6,3,853,9/11/2013,No
4650,5172-RKOCB,Yes,Yes,Yes,Yes,No,Platinum,Standart,726,6,3,678,9/9/2013,No
5216,7845-URHJN,Yes,No,No,Yes,No ,Premium,No,557,4,1,754,9/9/2013,Yes
6891,7470-DYNOE,Yes,No,No,No,Yes,Standart,Premium,593,4,2,593,9/9/2013,No
6546,1518-VOWAV,Yes,No,Yes,Yes,No,Standart,No,849,4,2,653,9/8/2013,Yes
837,8184-WMOFI,Yes,No,Yes,No,Yes,Platinum,Premium,806,5,1,240,9/7/2013,No
1551,9957-YODKZ,Yes,Yes,No,No,Yes,Standart,Premium,781,5,1,270,9/7/2013,No
4123,4632-XJMEX,Yes,No,Yes,Yes,No,Platinum,Premium,658,5,3,817,9/6/2013,No
1908,2272-UOINI,Yes,No,Yes,Yes,No,Standart,No,622,4,3,282,9/5/2013,No
1777,5605-XNWEN,Yes,Yes,No,Yes,Yes,Premium,Standart,836,6,1,438,9/4/2013,No
4893,8875-AKBYH,Yes,Yes,No,No,No,Standart,Platinum,366,4,1,838,9/4/2013,No
317,3973-SKMLN,Yes,No,No,Yes,Yes,Premium,Standart,644,5,0,201,9/3/2013,No
369,9571-EDEBV,Yes,Yes,No,No,Yes,Platinum,Premium,685,5,3,280,9/3/2013,No
3207,6972-SNKKW,Yes,No,No,Yes,No ,Gold,No,738,4,3,668,9/2/2013,No
1844,3173-WSSUE,Yes,No,No,Yes,No ,Premium,Standart,726,5,3,255,9/1/2013,No
5497,2208-NKVVH,Yes,Yes,No,Yes,No ,Gold,Standart,416,6,1,940,8/31/2013,No
6226,1452-UZOSF,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,822,7,3,856,8/30/2013,No
6415,3472-QPRCH,Yes,Yes,No,Yes,No ,Premium,Standart,840,6,1,166,8/29/2013,No
975,0604-THJFP,Yes,No,No,Yes,No,Platinum,Standart,476,4,2,298,8/28/2013,No
4246,9625-RZFUK,Yes,No,No,Yes,No ,Gold,Standart,707,5,0,705,8/28/2013,No
4164,9253-VIFJQ,Yes,Yes,Yes,Yes,Yes,Platinum,Premium,596,7,0,421,8/27/2013,No
5013,9367-TCUYN,Yes,No,No,Yes,No ,Gold,No,673,4,0,754,8/27/2013,No
6400,2101-RANCD,Yes,Yes,No,No,No,Standart,Gold,620,4,3,724,8/27/2013,No
1118,6900-RBKER,Yes,Yes,No,No,Yes,Platinum,Standart,742,5,1,298,8/26/2013,No
2012,1492-QGCLU,Yes,Yes,Yes,No,Yes,Standart,No,706,5,3,231,8/26/2013,No
4634,1820-DJFPH,Yes,Yes,No,Yes,Yes,Premium,Standart,817,6,3,856,8/26/2013,No
348,8966-SNIZF,Yes,No,No,Yes,No ,Premium,Standart,521,5,3,248,8/25/2013,No
2076,7901-TBKJX,Yes,Yes,No,No,Yes,Standart,Gold,618,5,2,209,8/24/2013,No
2088,3806-DXQOM,No,Yes,Yes,Yes,No,Standart,Standart,698,5,0,811,8/23/2013,Yes
3471,6483-OATDN,Yes,No,Yes,No,No,Platinum,Premium,686,4,3,829,8/22/2013,No
1918,3219-JQRSL,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,323,7,1,227,8/19/2013,No
3502,8295-KMENE,Yes,Yes,Yes,No,Yes,No,Standart,724,5,0,836,8/19/2013,No
6262,7268-WNTCP,Yes,No,No,Yes,No ,Premium,Standart,605,5,2,428,8/19/2013,No
4027,0266-GMEAO,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,644,7,3,651,8/18/2013,No
6686,7605-SNLQG,Yes,No,No,No,Yes,Platinum,Gold,754,4,1,821,8/17/2013,No
7039,6840-RESVB,Yes,Yes,Yes,No,Yes,No,Premium,516,5,0,764,8/17/2013,No
2071,8624-GIOUT,Yes,Yes,Yes,Yes,No,Platinum,Gold,849,6,2,253,8/16/2013,Yes
2391,1226-JZNKR,Yes,No,No,Yes,No ,Standart,Premium,612,5,1,645,8/15/2013,No
6712,3545-CNWRG,Yes,Yes,No,Yes,No,Standart,Gold,666,5,3,893,8/15/2013,No
6282,7435-ZNUYY,Yes,No,No,Yes,No ,Gold,Premium,491,5,0,393,8/14/2013,No
2851,2277-DJJDL,Yes,Yes,No,No,No,Standart,Gold,829,4,0,522,8/12/2013,No
1344,7690-KPNCU,Yes,No,Yes,No,Yes,Platinum,Premium,776,5,3,609,8/11/2013,No
4656,5985-TBABQ,Yes,Yes,Yes,No,No,No,Premium,642,4,2,880,8/9/2013,No
869,3313-QKNKB,Yes,Yes,No,No,No,Standart,Premium,378,4,1,262,8/8/2013,Yes
3858,3675-EQOZA,Yes,No,No,Yes,No ,Premium,No,525,4,2,736,8/8/2013,No
5738,7989-VCQOH,Yes,No,Yes,No,Yes,Standart,No,673,4,1,238,8/8/2013,No
5242,7753-USQYQ,Yes,No,No,Yes,No,Standart,Premium,665,4,0,639,8/7/2013,No
6965,1264-FUHCX,No,Yes,No,Yes,No,Platinum,Premium,842,4,1,980,8/7/2013,No
6927,1450-SKCVI,Yes,No,No,Yes,No,Standart,Gold,594,4,1,737,8/6/2013,Yes
4413,8042-RNLKO,Yes,Yes,No,Yes,No ,Premium,Premium,511,6,0,678,8/3/2013,No
2835,4518-FZBSX,Yes,No,No,Yes,No ,Gold,Premium,416,5,3,845,8/2/2013,No
2920,1936-CZAKF,No,Yes,No,Yes,No,Premium,Standart,819,4,0,879,8/1/2013,No
3197,4393-OBCRR,Yes,No,No,Yes,No ,Gold,Premium,471,5,2,752,8/1/2013,No
3592,0133-BMFZO,Yes,No,Yes,Yes,No,Standart,Standart,823,5,1,812,7/31/2013,Yes
2249,9554-DFKIC,Yes,Yes,Yes,No,No,Premium,Platinum,628,5,3,491,7/30/2013,No
3089,5751-USDBL,Yes,No,Yes,No,Yes,No,Standart,790,4,1,291,7/30/2013,No
3393,7636-PEPNS,Yes,No,No,No,No,Gold,Premium,761,3,1,867,7/29/2013,No
2699,8150-QUDFX,Yes,No,No,Yes,No ,Gold,No,589,4,2,935,7/27/2013,No
5457,8718-PTMEZ,No,Yes,No,Yes,No,Standart,Premium,580,4,2,938,7/27/2013,Yes
6733,5666-CYCYZ,Yes,Yes,No,No,No,Standart,Gold,591,4,0,259,7/27/2013,No
5240,2056-EVGZL,Yes,No,No,Yes,Yes,Platinum,Premium,573,5,2,615,7/24/2013,No
5633,5567-GZKQY,Yes,No,No,Yes,No ,Premium,Standart,684,5,0,729,7/24/2013,No
3251,6924-TDGMT,Yes,No,No,Yes,Yes,Gold,Premium,382,5,1,666,7/23/2013,No
5223,6854-EXGSF,Yes,Yes,Yes,Yes,Yes,Premium,No,807,6,0,618,7/23/2013,No
2907,7742-MYPGI,Yes,No,No,No,No,Gold,Premium,592,3,1,727,7/21/2013,No
5078,8314-HTWVE,Yes,No,No,Yes,No ,Gold,Standart,719,5,3,381,7/21/2013,No
6156,4903-UYAVB,Yes,No,No,Yes,No ,Gold,No,556,4,1,172,7/21/2013,Yes
6758,5294-CDGWY,No,Yes,Yes,Yes,Yes,Standart,Premium,446,6,1,700,7/21/2013,Yes
136,7799-LGRDP,Yes,Yes,No,Yes,Yes,Premium,Standart,807,6,3,223,7/18/2013,No
3646,1991-VOPLL,Yes,No,No,Yes,No ,Gold,No,520,4,2,363,7/18/2013,No
1324,4565-NLZBV,Yes,Yes,No,Yes,Yes,Premium,Standart,830,6,1,206,7/17/2013,No
6313,7055-VKGDA,Yes,No,Yes,Yes,No,Platinum,Premium,500,5,0,486,7/17/2013,Yes
6094,7110-BDTWG,No,Yes,No,No,Yes,Standart,Standart,345,4,1,588,7/16/2013,No
3922,7964-YESJC,Yes,Yes,Yes,Yes,Yes,No,No,843,5,3,781,7/15/2013,No
441,0771-WLCLA,Yes,Yes,Yes,No,Yes,Standart,Platinum,805,6,3,276,7/14/2013,No
6887,7234-FECYN,Yes,Yes,No,No,Yes,Standart,No,344,4,1,747,7/13/2013,Yes
33,6827-IEAUQ,Yes,No,Yes,Yes,Yes,No,Premium,810,5,1,254,7/12/2013,No
1475,9495-SKLKD,Yes,Yes,No,Yes,Yes,Premium,Gold,540,6,3,216,7/12/2013,No
4101,0608-JDVEC,Yes,No,No,Yes,No ,Standart,Standart,782,5,2,955,7/12/2013,No
1647,2581-VKIRT,Yes,Yes,Yes,Yes,No,No,Premium,672,5,3,221,7/11/2013,No
2514,9565-AXSMR,Yes,No,No,Yes,No ,Gold,Standart,497,5,3,626,7/11/2013,No
2894,7854-EDSSA,Yes,Yes,Yes,Yes,No,Standart,No,718,5,0,613,7/11/2013,Yes
5250,5115-GZDEL,No,Yes,Yes,Yes,Yes,Platinum,Standart,747,6,0,678,7/9/2013,No
3399,3096-WPXBT,Yes,Yes,Yes,Yes,Yes,Platinum,Premium,754,7,1,842,7/8/2013,No
4885,2359-KLTEK,Yes,No,No,No,Yes,Premium,Gold,742,4,1,192,7/8/2013,No
3695,1150-WFARN,Yes,Yes,Yes,No,Yes,Platinum,Standart,813,6,2,518,7/7/2013,Yes
1296,6248-TKCQV,Yes,Yes,Yes,No,No,Premium,Standart,828,5,2,237,7/6/2013,No
746,2499-AJYUA,Yes,Yes,No,Yes,Yes,Platinum,Standart,830,6,3,684,7/5/2013,No
818,0036-IHMOT,Yes,No,No,Yes,Yes,Premium,Premium,844,5,3,339,7/3/2013,No
6031,2027-OAQQC,No,Yes,No,No,Yes,Premium,Gold,777,4,1,925,7/2/2013,Yes
1537,2882-WDTBA,Yes,No,Yes,Yes,Yes,Premium,Standart,804,6,0,286,7/1/2013,No
2542,0739-UUAJR,No,Yes,Yes,No,Yes,Platinum,Standart,666,5,2,844,6/30/2013,No
1932,7409-JURKQ,Yes,Yes,No,Yes,Yes,Premium,Premium,376,6,2,242,6/29/2013,No
5484,5536-SLHPM,Yes,Yes,No,No,Yes,Standart,Gold,761,5,0,229,6/29/2013,Yes
6024,4698-KVLLG,Yes,No,No,Yes,No ,Premium,Standart,813,5,0,951,6/29/2013,No
3872,5299-SJCZT,Yes,Yes,No,No,Yes,Premium,Premium,663,5,0,285,6/28/2013,Yes
3009,8084-OIVBS,Yes,No,No,Yes,No ,Gold,Premium,354,5,3,736,6/25/2013,No
3929,4647-MUZON,Yes,No,No,No,Yes,Platinum,Platinum,307,4,1,989,6/24/2013,No
6654,8799-OXZMD,No,Yes,No,No,Yes,Gold,Platinum,520,4,1,665,6/23/2013,No
2427,1049-FYSYG,No,Yes,No,Yes,Yes,Premium,No,691,4,2,676,6/22/2013,No
4809,8144-DGHXP,Yes,No,Yes,No,Yes,Standart,Standart,828,5,1,991,6/22/2013,No
5741,8882-TLVRW,No,Yes,Yes,No,Yes,Gold,Standart,741,5,3,844,6/22/2013,No
5042,4092-OFQZS,Yes,No,No,Yes,No ,Gold,Premium,735,5,2,303,6/20/2013,No
5129,4128-ETESU,Yes,Yes,No,No,Yes,Standart,No,441,4,2,587,6/20/2013,No
5836,4641-FROLU,Yes,No,No,Yes,No ,Gold,Standart,329,5,2,789,6/20/2013,No
5231,5887-IKKYO,Yes,Yes,No,No,Yes,Premium,Standart,800,5,1,601,6/18/2013,No
1119,6891-JPYFF,Yes,Yes,Yes,Yes,No,Platinum,Gold,756,6,0,227,6/14/2013,No
5093,5774-XZTQC,Yes,No,No,Yes,No ,Gold,No,608,4,2,337,6/14/2013,No
1451,1735-XMJVH,Yes,No,No,Yes,Yes,Gold,Standart,420,5,1,244,6/13/2013,No
4083,0112-QWPNC,Yes,Yes,Yes,No,Yes,Standart,Premium,825,6,2,78,6/13/2013,Yes
2227,3298-QEICA,No,Yes,Yes,No,No,Gold,Standart,680,4,2,113,6/12/2013,No
2949,2845-AFFTX,Yes,Yes,No,No,Yes,Standart,Gold,634,5,2,543,6/11/2013,Yes
3623,3569-JFODW,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,711,7,2,621,6/11/2013,No
3668,7826-VVKWT,Yes,No,No,No,Yes,Standart,Standart,589,4,1,245,6/10/2013,No
1984,7336-RLLRH,Yes,Yes,Yes,No,No,No,Premium,645,4,1,228,6/9/2013,No
2278,3571-RFHAR,Yes,Yes,No,Yes,Yes,Standart,Gold,837,6,1,965,6/9/2013,Yes
4114,3982-JGSFD,Yes,No,No,Yes,Yes,Premium,Premium,608,5,0,724,6/9/2013,No
6434,2346-LOCWC,Yes,No,No,Yes,No ,Premium,Standart,623,5,3,380,6/8/2013,No
2745,0815-MFZGM,Yes,No,No,No,Yes,Platinum,Standart,553,4,2,494,6/7/2013,No
2054,6173-ITPWD,Yes,Yes,No,Yes,Yes,Premium,Gold,574,6,0,245,6/6/2013,Yes
2257,4957-TIALW,Yes,No,Yes,Yes,Yes,Platinum,Premium,793,6,2,636,6/6/2013,No
3829,8747-UDCOI,Yes,No,No,Yes,No ,Premium,Standart,621,5,3,950,6/6/2013,No
400,5876-QMYLD,Yes,No,No,Yes,No ,Gold,Premium,828,5,1,238,6/5/2013,No
414,5973-EJGDP,Yes,Yes,No,Yes,Yes,Standart,Gold,820,6,0,248,6/4/2013,No
332,9498-FIMXL,Yes,No,No,Yes,Yes,Gold,Premium,740,5,1,241,6/2/2013,No
449,5168-MSWXT,Yes,No,No,No,Yes,Standart,Platinum,419,4,3,259,5/31/2013,No
1554,7776-QGYJC,Yes,No,No,No,Yes,Premium,Gold,551,4,2,228,5/30/2013,No
3512,3785-KTYSH,Yes,Yes,No,Yes,No ,Gold,Standart,428,6,2,763,5/30/2013,No
3521,6036-TTFYU,Yes,No,No,Yes,No ,Gold,No,827,4,0,810,5/30/2013,No
